"","id","player_name","games","time","goals","x_g","assists","x_a","shots","key_passes","yellow_cards","red_cards","position","team_title","npg","npx_g","x_g_chain","x_g_buildup","liga","season","goals_p90","x_g_p90","assists_p90","x_a_p90","shots_p90","key_passes_p90","npg_p90","npx_g_p90","x_g_chain_p90","x_g_buildup_p90","color_liga"
"61",1109,"Lucas Ocampos",18,1484,2,3.31886450015008,1,1.94177954271436,41,19,4,0,"F M S","Sevilla",2,3.31886450015008,6.19705778360367,2.21706390939653,"España","23-24",0.121293800539084,0.201278844348725,0.0606469002695418,0.117762910272434,2.48652291105121,1.15229110512129,0.121293800539084,0.201278844348725,0.375832345366799,0.134458053804372,"red"
"62",1450,"Umar Sadiq",17,626,2,3.20209080167115,1,0.973646715283394,27,5,3,0,"F S","Real Sociedad",2,3.20209080167115,4.04119326919317,0.70589305087924,"España","23-24",0.287539936102236,0.460364492253041,0.143769968051118,0.13998115714937,3.88178913738019,0.718849840255591,0.287539936102236,0.460364492253041,0.581002227200296,0.101486221372415,"red"
"63",1857,"David López",15,1200,2,1.08751073479652,0,0.0954197496175766,10,1,3,0,"D M","Girona",2,1.08751073479652,6.95260215178132,6.94700211659074,"España","23-24",0.15,0.081563305109739,0,0.00715648122131825,0.75,0.075,0.15,0.081563305109739,0.521445161383599,0.521025158744305,"red"
"64",2070,"Carlos Fernández",10,407,2,1.42060178518295,1,0.437736451625824,9,2,2,0,"F S","Real Sociedad",1,0.677324183285236,0.823493083938956,0.0505063440650702,"España","23-24",0.442260442260442,0.314137986895493,0.221130221130221,0.0967967583447768,1.99017199017199,0.442260442260442,0.221130221130221,0.149776846426711,0.182099207750629,0.011168479031588,"red"
"65",2094,"Ivan Rakitic",17,1380,2,1.03795476444066,1,3.22984726633877,31,46,6,0,"M S","Sevilla",2,1.03795476444066,4.71559438109398,3.54791506100446,"España","23-24",0.130434782608696,0.0676927020287387,0.0652173913043478,0.210642213022094,2.02173913043478,3,0.130434782608696,0.0676927020287387,0.30753876398439,0.231385764848117,"red"
"66",2106,"Munir",19,1450,2,4.36453805677593,1,0.992152085527778,28,13,2,0,"F M S","Las Palmas",2,3.62126041762531,4.25538596883416,0.983256470412016,"España","23-24",0.124137931034483,0.270902362144713,0.0620689655172414,0.0615818535844828,1.73793103448276,0.806896551724138,0.124137931034483,0.224767887990536,0.26412740496212,0.0610297119566079,"red"
"67",2168,"Bebé",14,101,2,1.40465431939811,0,0.185220748186111,11,2,1,0,"S","Rayo Vallecano",1,0.661376710049808,0.735834389925003,0.056218565441668,"España","23-24",1.78217821782178,1.2516721658003,0,0.16504819145297,9.8019801980198,1.78217821782178,0.891089108910891,0.5893455832127,0.65569401082426,0.0500957513836646,"red"
"68",2183,"Rubén García",14,650,2,1.32654855120927,0,1.64471795409918,7,14,0,0,"F M S","Osasuna",2,1.32654855120927,3.84253281261772,1.27103092335165,"España","23-24",0.276923076923077,0.18367595324436,0,0.227730178259886,0.969230769230769,1.93846153846154,0.276923076923077,0.18367595324436,0.532043004823992,0.175988897079459,"red"
"69",2198,"Moi Gómez",14,1092,2,2.00877781677991,0,0.316525793634355,12,7,1,0,"F M S","Osasuna",2,2.00877781677991,6.12317603826523,3.98879506532103,"España","23-24",0.164835164835165,0.16555861127307,0,0.0260872906841501,0.989010989010989,0.576923076923077,0.164835164835165,0.16555861127307,0.50465736579109,0.328746846042942,"red"
"70",2255,"Isco",18,1530,2,5.15012936294079,3,6.08659259229898,37,58,5,0,"M","Real Betis",2,5.15012936294079,13.0950768068433,5.51269602030516,"España","23-24",0.117647058823529,0.302948786055341,0.176470588235294,0.358034858370528,2.17647058823529,3.41176470588235,0.117647058823529,0.302948786055341,0.770298635696665,0.324276236488539,"red"
"71",2260,"Daniel Carvajal",14,1198,2,0.860661059617996,2,2.00609444081783,9,16,1,0,"D","Real Madrid",2,0.860661059617996,9.01859702914953,7.00613161176443,"España","23-24",0.15025041736227,0.0646573417075289,0.15025041736227,0.150708263500505,0.676126878130217,1.20200333889816,0.15025041736227,0.0646573417075289,0.677523983825925,0.526337099381301,"red"
"72",2290,"Iago Aspas",18,1381,2,5.82126994431019,4,6.87026345729828,49,55,4,1,"F S","Celta Vigo",1,3.59143698215485,9.99927799403667,4.11084259208292,"España","23-24",0.130340333091962,0.37937313177981,0.260680666183925,0.447736213726897,3.19333816075308,3.58435916002896,0.0651701665459812,0.234054546266428,0.651654612210934,0.267904296370357,"red"
"73",2358,"Jonathan Viera",9,622,2,2.35884574428201,1,1.19065118581057,14,17,1,0,"F M S","Las Palmas",0,0.872418437153101,2.7616353072226,1.56423801183701,"España","23-24",0.289389067524116,0.3413120851855,0.144694533762058,0.172280718204102,2.02572347266881,2.45980707395498,0,0.126234179009291,0.399593533199412,0.226336689815645,"red"
"74",2378,"Daniel Parejo",18,1592,2,1.66305099800229,1,1.0871518002823,5,19,3,0,"M","Villarreal",0,0.176495779305696,7.03502832725644,6.22160905599594,"España","23-24",0.113065326633166,0.0940167021483707,0.0565326633165829,0.0614595866993763,0.282663316582915,1.07412060301508,0,0.00997777646828683,0.397708887847412,0.351724130050022,"red"
"75",2379,"João Cancelo",16,1267,2,1.42162833549082,1,3.63718804717064,13,21,4,0,"D M S","Barcelona",2,1.42162833549082,13.632467944175,10.4548319876194,"España","23-24",0.142067876874507,0.10098385966391,0.0710339384372533,0.258363791827433,0.923441199684294,1.49171270718232,0.142067876874507,0.10098385966391,0.968367888694357,0.742647891780384,"red"
"76",2566,"Roger",16,1081,2,2.17505352944136,2,2.77357289195061,22,11,2,0,"F S","Cadiz",2,2.17505352944136,4.590535832569,0.51546741463244,"España","23-24",0.166512488436633,0.181086787835081,0.166512488436633,0.230917262049542,1.83163737280296,0.91581868640148,0.166512488436633,0.181086787835081,0.382190772369297,0.0429158809592226,"red"
